language,source,test,model,statistic,DstatUP,DstatLO,statMedian,DstatMedUP,DstatMedLO,sizeEffect,DsizeEffectUP,DsizeEffectLO,effMedian,DeffMedUP,DeffMedLO,cFruits,cFlowers,cInsects,cInstruments,cWeapons,cPleasant,cUnpleasant,EV,GH
de13,1,2,cc10017,1.063078838,0.55,0.54,1.1400000000000001,0.63,0.41,1.337295812,0.26,0.57,1.1915212254999998,0.35,0.26,59027,27296,23249,88607,98499,2308095,803411,26.21,0.79
de14,1,2,cc10017,1.263438303,0.81,0.77,1.1400000000000001,0.63,0.41,1.128398435,0.38,0.64,1.1915212254999998,0.35,0.26,51544,28567,30638,81438,100045,4090330,942259,26.21,0.79
de15,1,2,cc10017,1.451959569,0.88,0.84,1.1400000000000001,0.63,0.41,1.109038688,0.44,0.61,1.1915212254999998,0.35,0.26,59885,27551,22129,119564,198949,6032086,1027914,26.21,0.79
de16,1,2,cc10017,1.04745909,0.55,0.54,1.1400000000000001,0.63,0.41,1.205051087,0.32,0.58,1.1915212254999998,0.35,0.26,41002,38028,31493,100419,75712,2357766,720298,26.21,0.79
de17,1,2,cc10017,1.773910603,0.87,0.8,1.1400000000000001,0.63,0.41,1.411309091,0.25,0.49,1.1915212254999998,0.35,0.26,58250,30256,39773,99302,99011,3481659,1285607,26.21,0.79
de18,1,2,cc10017,1.705597918,0.59,0.58,1.1400000000000001,0.63,0.41,1.581570479,0.14,0.45,1.1915212254999998,0.35,0.26,59265,29586,61859,103007,123139,3559074,768649,26.21,0.79
de19,1,2,cc10017,1.04910075,0.58,0.53,1.1400000000000001,0.63,0.41,1.159591824,0.32,0.55,1.1915212254999998,0.35,0.26,48450,34635,28602,72544,91406,3557208,430797,26.21,0.79
de20,1,2,cc10017,1.72320215,0.88,0.76,1.1400000000000001,0.63,0.41,1.564037475,0.18,0.45,1.1915212254999998,0.35,0.26,63417,32982,28635,99406,96536,4677065,1135746,26.21,0.79
de21,1,2,cc10017,1.770247937,0.9,0.77,1.1400000000000001,0.63,0.41,1.332865046,0.27,0.42,1.1915212254999998,0.35,0.26,60939,32522,37317,96209,96468,2547751,1229622,26.21,0.79
de22,1,2,cc10017,1.115624966,0.76,0.67,1.1400000000000001,0.63,0.41,1.217691184,0.3,0.58,1.1915212254999998,0.35,0.26,59200,38154,33041,97000,71372,3508639,663363,26.21,0.79
de23,1,2,cc10017,1.065680135,0.69,0.63,1.1400000000000001,0.63,0.41,1.117208709,0.41,0.67,1.1915212254999998,0.35,0.26,58993,28808,44824,78001,141899,4895457,990179,26.21,0.79
de24,1,2,cc10017,0.881048534,0.65,0.66,1.1400000000000001,0.63,0.41,0.925097827,0.5,0.69,1.1915212254999998,0.35,0.26,60315,32175,41212,103530,87896,2689585,944783,26.21,0.79
de25,1,2,cc10017,0.810284428,0.83,0.72,1.1400000000000001,0.63,0.41,1.052610365,0.44,0.93,1.1915212254999998,0.35,0.26,57971,30517,49319,98668,491348,4622062,3351994,26.21,0.79
de26,1,2,cc10017,1.361832604,0.63,0.57,1.1400000000000001,0.63,0.41,1.218846814,0.3,0.45,1.1915212254999998,0.35,0.26,58643,27699,42883,102423,75201,3873900,840597,26.21,0.79
de0,0,2,cc10017,1.31,0.69,0.75,1.31,0.69,0.75,1.47,0.22,0.73,1.47,0.22,0.73,-,38491,120649,106809,276667,2759722,734031,26.21,0.79
de1,1,2,cc10017Align,0.961029149,0.61,0.55,1.1400000000000001,0.63,0.41,1.177991106,0.35,0.66,1.1915209304999999,0.35,0.26,61304,38051,47336,113959,105031,3136787,1162635,26.21,0.79
de2,1,2,cc10017Align,0.715895998,0.62,0.59,1.1400000000000001,0.63,0.41,0.835107138,0.46,0.68,1.1915209304999999,0.35,0.26,55725,31342,32237,85403,163776,2318771,1020394,26.21,0.79
de3,1,2,cc10017Align,0.94132508,0.56,0.6,1.1400000000000001,0.63,0.41,1.000399274,0.45,0.62,1.1915209304999999,0.35,0.26,58032,30125,38303,118878,120301,3780339,1278407,26.21,0.79
de4,1,2,cc10017Align,2.150377193,0.97,0.83,1.1400000000000001,0.63,0.41,1.013985176,0.26,0.4,1.1915209304999999,0.35,0.26,55069,38132,23984,97110,67632,2653330,665858,26.21,0.79
de5,1,2,cc10017Align,1.357892591,0.67,0.63,1.1400000000000001,0.63,0.41,1.295346193,0.24,0.47,1.1915209304999999,0.35,0.26,54907,33735,28533,79184,119029,2772311,1334627,26.21,0.79
de6,1,2,cc10017Align,0.899736865,0.53,0.46,1.1400000000000001,0.63,0.41,1.40504151,0.2,0.64,1.1915209304999999,0.35,0.26,81303,29208,43867,118477,201174,1421304,2723164,26.21,0.79
de7,1,2,cc10017Align,0.715939719,0.56,0.48,1.1400000000000001,0.63,0.41,1.1286779,0.38,0.69,1.1915209304999999,0.35,0.26,64443,46678,32462,96492,7268,3611016,6658628,26.21,0.79
de10,1,2,cc10017Align,1.374202864,0.82,0.78,1.1400000000000001,0.63,0.41,1.255926398,0.32,0.66,1.1915209304999999,0.35,0.26,48468,27958,27581,73403,49645,775307,476402,26.21,0.79
de11,1,2,cc10017Align,1.163604982,0.81,0.68,1.1400000000000001,0.63,0.41,1.043473209,0.38,0.53,1.1915209304999999,0.35,0.26,50777,33660,11305,99932,307355,2966813,193588,26.21,0.79
de12,1,2,cc10017Align,1.704493133,0.81,0.73,1.1400000000000001,0.63,0.41,1.389807304,0.24,0.45,1.1915209304999999,0.35,0.26,58353,36498,32061,85614,122914,4842805,1047613,26.21,0.79
de13,1,2,cc10017Align,1.063078104,0.55,0.54,1.1400000000000001,0.63,0.41,1.337295448,0.26,0.57,1.1915209304999999,0.35,0.26,59027,27296,23249,88607,98499,2308095,803411,26.21,0.79
de14,1,2,cc10017Align,1.263439278,0.81,0.77,1.1400000000000001,0.63,0.41,1.128398687,0.38,0.64,1.1915209304999999,0.35,0.26,51544,28567,30638,81438,100045,4090330,942259,26.21,0.79
de15,1,2,cc10017Align,1.451959774,0.88,0.84,1.1400000000000001,0.63,0.41,1.109038516,0.44,0.61,1.1915209304999999,0.35,0.26,59885,27551,22129,119564,198949,6032086,1027914,26.21,0.79
de16,1,2,cc10017Align,1.047458835,0.55,0.54,1.1400000000000001,0.63,0.41,1.205050755,0.32,0.58,1.1915209304999999,0.35,0.26,41002,38028,31493,100419,75712,2357766,720298,26.21,0.79
de17,1,2,cc10017Align,1.77391119,0.87,0.8,1.1400000000000001,0.63,0.41,1.411309184,0.25,0.49,1.1915209304999999,0.35,0.26,58250,30256,39773,99302,99011,3481659,1285607,26.21,0.79
de18,1,2,cc10017Align,1.705596651,0.59,0.58,1.1400000000000001,0.63,0.41,1.581570312,0.14,0.45,1.1915209304999999,0.35,0.26,59265,29586,61859,103007,123139,3559074,768649,26.21,0.79
de19,1,2,cc10017Align,1.049100029,0.58,0.53,1.1400000000000001,0.63,0.41,1.159590867,0.32,0.55,1.1915209304999999,0.35,0.26,48450,34635,28602,72544,91406,3557208,430797,26.21,0.79
de20,1,2,cc10017Align,1.723201301,0.88,0.76,1.1400000000000001,0.63,0.41,1.564037108,0.18,0.45,1.1915209304999999,0.35,0.26,63417,32982,28635,99406,96536,4677065,1135746,26.21,0.79
de21,1,2,cc10017Align,1.770247922,0.9,0.77,1.1400000000000001,0.63,0.41,1.332864594,0.27,0.42,1.1915209304999999,0.35,0.26,60939,32522,37317,96209,96468,2547751,1229622,26.21,0.79
de22,1,2,cc10017Align,1.115624723,0.76,0.67,1.1400000000000001,0.63,0.41,1.217690501,0.3,0.58,1.1915209304999999,0.35,0.26,59200,38154,33041,97000,71372,3508639,663363,26.21,0.79
de23,1,2,cc10017Align,1.065679226,0.69,0.63,1.1400000000000001,0.63,0.41,1.117207818,0.41,0.67,1.1915209304999999,0.35,0.26,58993,28808,44824,78001,141899,4895457,990179,26.21,0.79
de24,1,2,cc10017Align,0.881047973,0.65,0.66,1.1400000000000001,0.63,0.41,0.925096965,0.5,0.69,1.1915209304999999,0.35,0.26,60315,32175,41212,103530,87896,2689585,944783,26.21,0.79
de25,1,2,cc10017Align,0.810284606,0.83,0.72,1.1400000000000001,0.63,0.41,1.052610347,0.44,0.93,1.1915209304999999,0.35,0.26,57971,30517,49319,98668,491348,4622062,3351994,26.21,0.79
de26,1,2,cc10017Align,1.36183292,0.63,0.57,1.1400000000000001,0.63,0.41,1.218846532,0.3,0.45,1.1915209304999999,0.35,0.26,58643,27699,42883,102423,75201,3873900,840597,26.21,0.79
de0,0,2,cc10017Align,1.31,0.69,0.75,1.31,0.69,0.75,1.47,0.22,0.73,1.47,0.22,0.73,-,38491,120649,106809,276667,2759722,734031,26.21,0.79
de1,1,2,cc10017vecmap,2.028588643,1.21,1.11,2.51,1.32,0.94,0.542633494,0.39,0.62,0.8604270785,0.87,0.42,61304,38051,47336,113959,105031,3136787,1162635,26.95,0.82
de2,1,2,cc10017vecmap,1.582067905,1.13,1.09,2.51,1.32,0.94,0.942830927,0.4,0.62,0.8604270785,0.87,0.42,55725,31342,32237,85403,163776,2318771,1020394,26.95,0.82
de3,1,2,cc10017vecmap,2.05807446,1.06,1.13,2.51,1.32,0.94,0.501322644,0.4,0.62,0.8604270785,0.87,0.42,58032,30125,38303,118878,120301,3780339,1278407,26.95,0.82
de4,1,2,cc10017vecmap,2.5573266,1.69,1.54,2.51,1.32,0.94,1.666520344,0.27,0.4,0.8604270785,0.87,0.42,55069,38132,23984,97110,67632,2653330,665858,26.95,0.82
de5,1,2,cc10017vecmap,2.758113019,1.27,1.24,2.51,1.32,0.94,0.854646775,0.26,0.46,0.8604270785,0.87,0.42,54907,33735,28533,79184,119029,2772311,1334627,26.95,0.82
de6,1,2,cc10017vecmap,2.041339072,1.09,0.96,2.51,1.32,0.94,0.859829988,0.21,0.58,0.8604270785,0.87,0.42,81303,29208,43867,118477,201174,1421304,2723164,26.95,0.82
de7,1,2,cc10017vecmap,1.450385729,1.15,1.0,2.51,1.32,0.94,1.073438276,0.39,0.65,0.8604270785,0.87,0.42,64443,46678,32462,96492,7268,3611016,6658628,26.95,0.82
de10,1,2,cc10017vecmap,1.314331148,1.81,1.7,2.51,1.32,0.94,1.58655439,0.35,0.63,0.8604270785,0.87,0.42,48468,27958,27581,73403,49645,775307,476402,26.95,0.82
de11,1,2,cc10017vecmap,2.544414492,1.65,1.44,2.51,1.32,0.94,0.517660045,0.38,0.52,0.8604270785,0.87,0.42,50777,33660,11305,99932,307355,2966813,193588,26.95,0.82
de12,1,2,cc10017vecmap,2.063196821,1.66,1.44,2.51,1.32,0.94,1.640884426,0.27,0.42,0.8604270785,0.87,0.42,58353,36498,32061,85614,122914,4842805,1047613,26.95,0.82
de13,1,2,cc10017vecmap,2.486937909,1.13,1.07,2.51,1.32,0.94,0.912727474,0.24,0.49,0.8604270785,0.87,0.42,59027,27296,23249,88607,98499,2308095,803411,26.95,0.82
de14,1,2,cc10017vecmap,2.534588839,1.49,1.46,2.51,1.32,0.94,0.519268396,0.4,0.6,0.8604270785,0.87,0.42,51544,28567,30638,81438,100045,4090330,942259,26.95,0.82
de15,1,2,cc10017vecmap,2.643601045,1.61,1.63,2.51,1.32,0.94,0.432540521,0.47,0.6,0.8604270785,0.87,0.42,59885,27551,22129,119564,198949,6032086,1027914,26.95,0.82
de16,1,2,cc10017vecmap,2.181595977,1.02,1.02,2.51,1.32,0.94,0.749188472,0.29,0.55,0.8604270785,0.87,0.42,41002,38028,31493,100419,75712,2357766,720298,26.95,0.82
de17,1,2,cc10017vecmap,2.109482187,1.64,1.54,2.51,1.32,0.94,1.668756583,0.27,0.47,0.8604270785,0.87,0.42,58250,30256,39773,99302,99011,3481659,1285607,26.95,0.82
de18,1,2,cc10017vecmap,2.241038184,1.01,0.97,2.51,1.32,0.94,1.758676442,0.11,0.35,0.8604270785,0.87,0.42,59265,29586,61859,103007,123139,3559074,768649,26.95,0.82
de19,1,2,cc10017vecmap,2.238813577,1.2,1.14,2.51,1.32,0.94,0.596633042,0.35,0.54,0.8604270785,0.87,0.42,48450,34635,28602,72544,91406,3557208,430797,26.95,0.82
de20,1,2,cc10017vecmap,1.843212059,1.63,1.43,2.51,1.32,0.94,1.735729494,0.23,0.47,0.8604270785,0.87,0.42,63417,32982,28635,99406,96536,4677065,1135746,26.95,0.82
de21,1,2,cc10017vecmap,2.255803913,1.76,1.6,2.51,1.32,0.94,1.61038754,0.27,0.42,0.8604270785,0.87,0.42,60939,32522,37317,96209,96468,2547751,1229622,26.95,0.82
de22,1,2,cc10017vecmap,1.999795934,1.34,1.14,2.51,1.32,0.94,0.5760613,0.36,0.55,0.8604270785,0.87,0.42,59200,38154,33041,97000,71372,3508639,663363,26.95,0.82
de23,1,2,cc10017vecmap,2.213912903,1.35,1.3,2.51,1.32,0.94,0.414229497,0.43,0.64,0.8604270785,0.87,0.42,58993,28808,44824,78001,141899,4895457,990179,26.95,0.82
de24,1,2,cc10017vecmap,1.636854843,1.24,1.27,2.51,1.32,0.94,0.861024169,0.49,0.66,0.8604270785,0.87,0.42,60315,32175,41212,103530,87896,2689585,944783,26.95,0.82
de25,1,2,cc10017vecmap,1.57364974,1.41,1.28,2.51,1.32,0.94,1.079033284,0.42,0.86,0.8604270785,0.87,0.42,57971,30517,49319,98668,491348,4622062,3351994,26.95,0.82
de26,1,2,cc10017vecmap,2.598406392,1.26,1.19,2.51,1.32,0.94,0.688381887,0.36,0.47,0.8604270785,0.87,0.42,58643,27699,42883,102423,75201,3873900,840597,26.95,0.82
de0,0,2,cc10017vecmap,2.66,1.22,1.30,2.66,1.22,1.30,1.50,0.22,0.64,1.50,0.22,0.64,-,38491,120649,106809,276667,2759722,734031,26.95,0.82
de1,1,2,cc10017vecmapSup,2.030121441,1.24,1.19,2.35,1.28,0.64,0.506855331,0.42,0.63,0.8477912985,0.87,0.43,61304,38051,47336,113959,105031,3136787,1162635,32.25,0.7
de2,1,2,cc10017vecmapSup,1.765370442,1.14,1.05,2.35,1.28,0.64,1.068877273,0.36,0.59,0.8477912985,0.87,0.43,55725,31342,32237,85403,163776,2318771,1020394,32.25,0.7
de3,1,2,cc10017vecmapSup,2.125000608,1.07,1.05,2.35,1.28,0.64,0.661864724,0.35,0.55,0.8477912985,0.87,0.43,58032,30125,38303,118878,120301,3780339,1278407,32.25,0.7
de4,1,2,cc10017vecmapSup,2.460757797,1.77,1.7,2.35,1.28,0.64,1.668682198,0.28,0.43,0.8477912985,0.87,0.43,55069,38132,23984,97110,67632,2653330,665858,32.25,0.7
de5,1,2,cc10017vecmapSup,2.508333426,1.26,1.23,2.35,1.28,0.64,0.757121376,0.29,0.5,0.8477912985,0.87,0.43,54907,33735,28533,79184,119029,2772311,1334627,32.25,0.7
de6,1,2,cc10017vecmapSup,1.899047381,1.02,0.95,2.35,1.28,0.64,1.435689345,0.21,0.56,0.8477912985,0.87,0.43,81303,29208,43867,118477,201174,1421304,2723164,32.25,0.7
de7,1,2,cc10017vecmapSup,1.271910009,1.17,1.01,2.35,1.28,0.64,0.898143253,0.46,0.69,0.8477912985,0.87,0.43,64443,46678,32462,96492,7268,3611016,6658628,32.25,0.7
de10,1,2,cc10017vecmapSup,1.475224244,1.85,1.71,2.35,1.28,0.64,1.641619177,0.32,0.61,0.8477912985,0.87,0.43,48468,27958,27581,73403,49645,775307,476402,32.25,0.7
de11,1,2,cc10017vecmapSup,2.391412617,1.65,1.46,2.35,1.28,0.64,0.477982792,0.4,0.56,0.8477912985,0.87,0.43,50777,33660,11305,99932,307355,2966813,193588,32.25,0.7
de12,1,2,cc10017vecmapSup,2.275843083,1.56,1.36,2.35,1.28,0.64,1.686726059,0.25,0.39,0.8477912985,0.87,0.43,58353,36498,32061,85614,122914,4842805,1047613,32.25,0.7
de13,1,2,cc10017vecmapSup,2.42006421,1.11,1.05,2.35,1.28,0.64,0.878709906,0.26,0.52,0.8477912985,0.87,0.43,59027,27296,23249,88607,98499,2308095,803411,32.25,0.7
de14,1,2,cc10017vecmapSup,2.306018548,1.53,1.5,2.35,1.28,0.64,0.40326398,0.45,0.67,0.8477912985,0.87,0.43,51544,28567,30638,81438,100045,4090330,942259,32.25,0.7
de15,1,2,cc10017vecmapSup,2.735866789,1.63,1.67,2.35,1.28,0.64,0.497722979,0.45,0.6,0.8477912985,0.87,0.43,59885,27551,22129,119564,198949,6032086,1027914,32.25,0.7
de16,1,2,cc10017vecmapSup,2.103150785,1.1,1.1,2.35,1.28,0.64,0.632233197,0.33,0.57,0.8477912985,0.87,0.43,41002,38028,31493,100419,75712,2357766,720298,32.25,0.7
de17,1,2,cc10017vecmapSup,1.776350321,1.73,1.65,2.35,1.28,0.64,1.670809005,0.28,0.51,0.8477912985,0.87,0.43,58250,30256,39773,99302,99011,3481659,1285607,32.25,0.7
de18,1,2,cc10017vecmapSup,2.229564873,1.07,1.03,2.35,1.28,0.64,1.766107155,0.12,0.32,0.8477912985,0.87,0.43,59265,29586,61859,103007,123139,3559074,768649,32.25,0.7
de19,1,2,cc10017vecmapSup,2.275103492,1.25,1.21,2.35,1.28,0.64,0.5821405,0.37,0.56,0.8477912985,0.87,0.43,48450,34635,28602,72544,91406,3557208,430797,32.25,0.7
de20,1,2,cc10017vecmapSup,1.564193787,1.68,1.49,2.35,1.28,0.64,1.725850793,0.25,0.5,0.8477912985,0.87,0.43,63417,32982,28635,99406,96536,4677065,1135746,32.25,0.7
de21,1,2,cc10017vecmapSup,1.981706418,1.74,1.58,2.35,1.28,0.64,1.570888203,0.3,0.45,0.8477912985,0.87,0.43,60939,32522,37317,96209,96468,2547751,1229622,32.25,0.7
de22,1,2,cc10017vecmapSup,1.964752549,1.39,1.2,2.35,1.28,0.64,0.518505226,0.38,0.61,0.8477912985,0.87,0.43,59200,38154,33041,97000,71372,3508639,663363,32.25,0.7
de23,1,2,cc10017vecmapSup,2.210115868,1.36,1.28,2.35,1.28,0.64,0.491577071,0.42,0.63,0.8477912985,0.87,0.43,58993,28808,44824,78001,141899,4895457,990179,32.25,0.7
de24,1,2,cc10017vecmapSup,1.753495886,1.23,1.25,2.35,1.28,0.64,0.946442207,0.47,0.65,0.8477912985,0.87,0.43,60315,32175,41212,103530,87896,2689585,944783,32.25,0.7
de25,1,2,cc10017vecmapSup,1.700904081,1.52,1.37,2.35,1.28,0.64,0.217275807,0.45,0.88,0.8477912985,0.87,0.43,57971,30517,49319,98668,491348,4622062,3351994,32.25,0.7
de26,1,2,cc10017vecmapSup,2.642659183,1.14,1.09,2.35,1.28,0.64,0.816872691,0.31,0.45,0.8477912985,0.87,0.43,58643,27699,42883,102423,75201,3873900,840597,32.25,0.7
de0,0,2,cc10017vecmapSup,2.93,1.25,1.24,2.93,1.25,1.24,1.60,0.17,0.48,1.60,0.17,0.48,-,38491,120649,106809,276667,2759722,734031,32.25,0.7
de1,1,2,w2v2langs,0.779397421,0.57,0.59,0.8999999999999999,0.91,0.63,1.116112594,0.4,0.96,0.957508478,0.42,0.77,127188,123566,47713,136201,280868,3204637,1293275,19.32,0.94
de2,1,2,w2v2langs,0.344414011,0.81,0.93,0.8999999999999999,0.91,0.63,0.519065609,0.79,1.02,0.957508478,0.42,0.77,114038,111622,34393,145165,178490,2319206,1065527,19.32,0.94
de3,1,2,w2v2langs,0.268231722,0.87,1.18,0.8999999999999999,0.91,0.63,0.183351316,0.99,0.67,0.957508478,0.42,0.77,120967,110323,1488210,143088,135724,3780843,10034701,19.32,0.94
de4,1,2,w2v2langs,1.889518874,1.38,1.06,0.8999999999999999,0.91,0.63,0.751961322,0.26,0.69,0.957508478,0.42,0.77,119445,123903,24176,176295,69962,3308753,691900,19.32,0.94
de5,1,2,w2v2langs,0.218266333,1.02,1.38,0.8999999999999999,0.91,0.63,0.147946603,1.01,0.7,0.957508478,0.42,0.77,117948,114003,28975,132183,469109,2857987,1408622,19.32,0.94
de6,1,2,w2v2langs,0.709015761,0.72,0.79,0.8999999999999999,0.91,0.63,1.465768468,0.16,1.53,0.957508478,0.42,0.77,144217,31121,44220,161298,708692,1422139,2852977,19.32,0.94
de7,1,2,w2v2langs,0.980054932,1.19,0.79,0.8999999999999999,0.91,0.63,0.878864485,0.5,0.66,0.957508478,0.42,0.77,136934,130153,32808,152541,8620,3679219,6661674,19.32,0.94
de10,1,2,w2v2langs,1.912917053,1.36,1.04,0.8999999999999999,0.91,0.63,0.560395704,0.41,0.51,0.957508478,0.42,0.77,115751,107907,29878,87641,59364,777001,476421,19.32,0.94
de11,1,2,w2v2langs,0.973431561,1.22,0.83,0.8999999999999999,0.91,0.63,1.036939883,0.39,0.89,0.957508478,0.42,0.77,116249,114013,18652,151619,408003,3337746,218667,19.32,0.94
de12,1,2,w2v2langs,0.859079249,0.99,1.2,0.8999999999999999,0.91,0.63,0.79345639,0.78,1.02,0.957508478,0.42,0.77,122836,119632,32576,129011,128224,4848825,1054027,19.32,0.94
de13,1,2,w2v2langs,0.276625235,0.87,1.23,0.8999999999999999,0.91,0.63,0.206372284,1.08,0.72,0.957508478,0.42,0.77,126293,107289,30368,95275,100196,2308669,1052150,19.32,0.94
de14,1,2,w2v2langs,0.543489301,0.93,1.2,0.8999999999999999,0.91,0.63,0.485904185,0.88,0.85,0.957508478,0.42,0.77,108985,108979,32746,123741,118183,4097901,1208936,19.32,0.94
de15,1,2,w2v2langs,1.214770054,0.78,0.72,0.8999999999999999,0.91,0.63,1.283899708,0.35,0.83,0.957508478,0.42,0.77,124490,108294,22223,154574,346837,6036471,1127611,19.32,0.94
de16,1,2,w2v2langs,0.568648602,0.62,0.82,0.8999999999999999,0.91,0.63,0.755277992,0.71,0.95,0.957508478,0.42,0.77,59419,123785,33643,115884,77475,2422430,747368,19.32,0.94
de17,1,2,w2v2langs,1.314858397,1.01,1.09,0.8999999999999999,0.91,0.63,0.832413709,0.71,0.71,0.957508478,0.42,0.77,124006,111529,43508,143491,278633,3483329,1490125,19.32,0.94
de18,1,2,w2v2langs,1.09982858,0.9,1.23,0.8999999999999999,0.91,0.63,0.726704334,0.91,0.77,0.957508478,0.42,0.77,118850,109592,1511840,147878,472558,3704238,9612046,19.32,0.94
de19,1,2,w2v2langs,0.798767029,0.6,0.61,0.8999999999999999,0.91,0.63,1.308890891,0.2,1.11,0.957508478,0.42,0.77,112629,120277,29062,103531,98399,3579086,455606,19.32,0.94
de20,1,2,w2v2langs,1.130314185,0.89,1.1,0.8999999999999999,0.91,0.63,1.214576001,0.54,1.15,0.957508478,0.42,0.77,130668,113448,37873,132760,271564,4678176,1339230,19.32,0.94
de21,1,2,w2v2langs,1.17496185,1.0,0.99,0.8999999999999999,0.91,0.63,1.390521547,0.28,1.29,0.957508478,0.42,0.77,125455,112557,37419,141060,102773,2938879,9970998,19.32,0.94
de22,1,2,w2v2langs,1.134486004,1.0,0.8,0.8999999999999999,0.91,0.63,1.101721776,0.38,0.68,0.957508478,0.42,0.77,123560,118249,33471,147325,81282,3734089,669280,19.32,0.94
de23,1,2,w2v2langs,0.939329395,0.63,0.59,0.8999999999999999,0.91,0.63,1.321507763,0.25,0.99,0.957508478,0.42,0.77,122022,109802,47304,91477,321833,4932845,1149517,19.32,0.94
de24,1,2,w2v2langs,0.717622134,0.6,0.61,0.8999999999999999,0.91,0.63,1.036152471,0.36,0.95,0.957508478,0.42,0.77,123284,112266,43518,106307,96519,2854263,9813309,19.32,0.94
de25,1,2,w2v2langs,0.672425905,1.0,1.0,0.8999999999999999,0.91,0.63,1.129220144,0.38,1.52,0.957508478,0.42,0.77,127075,110635,49829,132750,771157,5073138,3514012,19.32,0.94
de26,1,2,w2v2langs,1.365231193,1.15,0.82,0.8999999999999999,0.91,0.63,1.219533098,0.31,0.56,0.957508478,0.42,0.77,118930,107630,45004,145342,80369,4151564,846638,19.32,0.94
de0,0,2,w2v2langs,0.44,1.22,1.56,0.44,1.22,1.56,0.40,1.26,0.98,0.40,1.26,0.98,-,124543,1572224,126153,278298,2761028,736098,19.32,0.94
de1,1,2,w2v9langs,0.546515506,0.55,0.53,0.6950000000000001,0.72,0.57,1.084857503,0.31,1.09,1.02989651,0.34,0.84,253659,242691,50002,158639,383642,3238416,1424623,171.07,1.27
de2,1,2,w2v9langs,0.435404483,0.81,0.75,0.6950000000000001,0.72,0.57,1.151827383,0.27,1.62,1.02989651,0.34,0.84,208576,192097,39906,1031334,209111,2321360,1169593,171.07,1.27
de3,1,2,w2v9langs,0.342342135,0.67,0.82,0.6950000000000001,0.72,0.57,0.507504648,0.87,0.95,1.02989651,0.34,0.84,241710,193484,1565421,187276,154999,3799071,10308126,171.07,1.27
de4,1,2,w2v9langs,1.488598587,1.22,0.93,0.6950000000000001,0.72,0.57,1.355552066,0.32,0.6,1.02989651,0.34,0.84,253156,243082,25148,1007546,126079,3876214,701209,171.07,1.27
de5,1,2,w2v9langs,0.150644446,0.81,0.96,0.6950000000000001,0.72,0.57,0.180230546,0.99,0.82,1.02989651,0.34,0.84,220863,204801,31580,1018937,2248346,3365807,1413032,171.07,1.27
de6,1,2,w2v9langs,0.676687556,0.78,0.63,0.6950000000000001,0.72,0.57,1.370021344,0.21,1.25,1.02989651,0.34,0.84,261689,34730,48842,195204,2532747,1470579,2970307,171.07,1.27
de7,1,2,w2v9langs,0.548718529,0.84,0.68,0.6950000000000001,0.72,0.57,0.53710448,0.59,0.68,1.02989651,0.34,0.84,311105,226268,42803,215629,14769,4150643,6709862,171.07,1.27
de10,1,2,w2v9langs,1.460108665,1.13,0.91,0.6950000000000001,0.72,0.57,0.942591307,0.41,0.51,1.02989651,0.34,0.84,154090,189811,32768,197002,85780,846741,476819,171.07,1.27
de11,1,2,w2v9langs,0.829738544,0.87,0.62,0.6950000000000001,0.72,0.57,1.00872683,0.45,0.7,1.02989651,0.34,0.84,221013,194999,28079,177808,1035549,3832319,223392,171.07,1.27
de12,1,2,w2v9langs,0.619779855,0.89,0.86,0.6950000000000001,0.72,0.57,0.993120873,0.5,1.28,1.02989651,0.34,0.84,319474,215735,37878,156952,187772,4867616,1103154,171.07,1.27
de13,1,2,w2v9langs,0.077437832,0.69,1.0,0.6950000000000001,0.72,0.57,0.095990491,1.13,0.75,1.02989651,0.34,0.84,254998,190567,38496,121741,148938,2313943,1254167,171.07,1.27
de14,1,2,w2v9langs,0.474442394,0.81,0.84,0.6950000000000001,0.72,0.57,0.883951308,0.54,1.32,1.02989651,0.34,0.84,195553,194599,35787,140277,187963,4119735,1377555,171.07,1.27
de15,1,2,w2v9langs,1.065808041,0.83,0.68,0.6950000000000001,0.72,0.57,1.155079321,0.4,0.67,1.02989651,0.34,0.84,259089,204395,25134,210378,441501,6070357,1166062,171.07,1.27
de16,1,2,w2v9langs,0.117182383,0.55,0.72,0.6950000000000001,0.72,0.57,0.222022324,1.05,0.91,1.02989651,0.34,0.84,168199,244072,39155,144904,120284,2836917,4878434,171.07,1.27
de17,1,2,w2v9langs,1.024129798,0.76,0.81,0.6950000000000001,0.72,0.57,1.285829023,0.37,1.1,1.02989651,0.34,0.84,248193,198504,45384,173583,376277,3535174,1638458,171.07,1.27
de18,1,2,w2v9langs,0.538268683,0.76,0.9,0.6950000000000001,0.72,0.57,0.777781384,0.62,1.07,1.02989651,0.34,0.84,228605,189401,1591604,183355,585246,3711497,10011993,171.07,1.27
de19,1,2,w2v9langs,0.821900762,0.71,0.6,0.6950000000000001,0.72,0.57,1.302222983,0.21,0.95,1.02989651,0.34,0.84,215046,235882,34764,114064,165008,3614397,460865,171.07,1.27
de20,1,2,w2v9langs,0.934559544,0.73,0.7,0.6950000000000001,0.72,0.57,1.582904056,0.13,1.26,1.02989651,0.34,0.84,260220,198769,51014,160236,361262,4695926,1469737,171.07,1.27
